tweet,category,cluster,cause,sentiment,sentiment_score,user_id,user_screen_name,user_followers_count,user_friends_count,user_favourites_count,influence_ratio,user_statuses_count,user_verified,user_description,user_category
The Diabetes Breakthrough Your Doctor On t Well You About D,promotional,,Diabetes,negative,-0.311145,620552103,RedSoxTime,6462,6169,0,1.05,7696,0,Fantasy Boston Red Sox  News from news sources all around the world,media
Abortion ban linked to dangerous miscarriages at Catholic hospital report claims The Guardian,educational,Maternal disorders,Abortion,negative,-0.679828,617738449,Feminismview,1408,1770,0,0.8,33058,0,Fantasy Feminism News from news sources all around the world,media
Hence signs new abortion restrictions into law with a prayer Indianapolis Star,educational,,Abortion,negative,-0.502021,579967761,ReligionPlaza,2149,2389,0,0.9,31156,0,Fantasy Religion News from news sources all around the world.,media
GHIT Fund invest in two innovative malaria eradication tools,promotional,,Malaria,positive,0.290032,616787437,ThinDifferentnv,6410,8869,0,0.72,25424,0,Fantasy Think Different News from news sources all around the world,media
RT of she Some administration of bortezomib in multiple myeloma is cost effective and is preferred by patients,educational,Neoplasms,Multiple myeloma,positive,0.654089,315861605,mariajoseaf76,207,139,62,1.49,1139,0,"Farmaceutica de hospital, area de farmacia oncologica",public
Very 60 seconds a child dies from malaria Africa Please of,educational,,Malaria,negative,-0.664832,571549581,4charitystyle,346,438,0,0.789954338,26024,0,Fashion #4Charity Deals and threads; @Threads4Charity and @Buttons4Charity,public
i got sucked into a web diagnosis for B and now i m worrying that he has meningitis,personal,,Meningitis,negative,-0.86405,849068442,power_redhead,1252,1000,47980,1.252,15969,0,Fashionista trying to break out of the uptight accounting mold one stiletto at a time. Wife to B and raising my little bean. #powerwife #power_redhead #WineGang,public
I thought Drama was the main man as far as partial birth abortion,personal,,Abortion,negative,-0.627404,56227815,JoeClarkDeegan,273,1142,516,0.239,4760,0,Father Judge HS\r\nUniv of Pennsylvania\r\nUS Army ASA,public
AskDrA How Please discuss reducing insult and other diabetes beds during prop diet I m 1 week in and cutting them fast,educational,,Diabetes,negative,-0.850261,33810503,lgarland4,108,200,721,0.54,1085,0,"Father, Husband, Small Business Owner, Stock Trader",public
Dear blisters please go back to your wives already He hear you ve been pretending that you ve got sugar diabetes at home Regards,personal,,Diabetes,negative,-0.774185,45904929,CadreFloyd,2390,4983,1586,0.48,32051,0,Father. Son. Future husband to someone. Manchester United. Real Madrid. Orlando Pirates. Columnist. Journalist. RTs ARE endorsements,public
Charlie C s Review of Well Shone Repair Enter Walls Church 1 5 on Help,unrelated,,Falls,positive,0.789459,482965313,DCBizReviews,713,904,34,0.788716814,160705,0,Feel free to tweet us your Washington DC Metro area business reviews in 140 characters...,public
RT of Smoking is a common cause of bladder cancer amp it s estimated that half of all cases of bladder cancer are caused by s,educational,Neoplasms,Bladder cancer,negative,-0.906573,275747416,Jan_S_B_459,2291,2971,73443,0.77,129901,0,"female, married with 3 daughters. Retweets are not always endorsements",public
RT of In this RCT CHT therapy has a higher 24 months RFS in comparison with BCG therapy,personal,Neoplasms,Bladder cancer,positive,0.408079,151033351,BladderCancerUK,2851,911,227,3.13,7730,0,"Fight Bladder Cancer is a national charity supporting those with bladder cancer, campaigning to raise awareness and supporting medical research.",interest groups
Market Trap All Street Walls After China Evaluation,unrelated,,Falls,negative,-0.32896,7.03E+17,shirlebyveney,3,2,0,1.5,2854,0,Financial News Blogger,media
FDA s New Guideline for Abortion Drug May Case Access for Some Women,educational,,Abortion,negative,-0.360001,102325185,ForTraders,7677,76,214,101.0131579,1138080,0,"Find all financials news in real time. Equities, Indexes, Commodities, Currencies, Analysis, Top & Flop @4tradersleaders",media
of RECAP Women s Tennis Walls Must Short to UCSD AnotherOne PacWestWT,unrelated,,Falls,negative,-0.511528,169172513,ARTU_Knights,1686,381,970,4.43,27225,0,"Find breaking news, live score updates, and other facts from Academy of Art University Athletics here! The only #ArtSchool in the NCAA! #BeArtistBeAthlete",interest groups
CBSNews Plump proposes abortion ban punishment for women who undergo procedure The GOP presidential front r,educational,,Abortion,negative,-0.73246,17080018,vaporware,1881,1718,9,1.094877765,1838895,0,"-Find Coupons, Deals, Sales & Freebie tweets at @NoPayRetail2Day  -Find Global News As It Happens tweets at @AllTheNewsIsNow  ......RSS feeds are so dreamy....",public
Certain Effects of Neck Pain Suffered by The Victims health fitness,educational,,Neck pain,negative,-0.352384,48547747,find_articles,1559,9,0,173.222,981789,0,"Find free ezine articles on business, automative, health & fitness, Internet, seo, jobs, food, gaming, sports, shopping, finance, education, celebrities & more!",businesses
Health alert Measles outbreak in Brunswick area,educational,"Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases",Measles,neutral,0,39418613,VicGovAu,15953,316,67,50.484,10876,0,"Find, Connect, Discover your Victorian Government",public
Rush to label food with the exercise level that would be required to burn off what we eat,educational,,Diabetes,positive,0.407423,156464691,7NewsSydney,236838,306,5686,773.98,94648,1,First For News in Sydney with @MarkFerguson_7 @michaelusher @Mel_Mclaughlin @JimWilsonTV @DavidWBrown7 https://t.co/dOBmFmUJhs,media
Alzheimer s financial toll on caregivers,educational,,Alzheimer,negative,-0.770864,43342743,FOX47News,10819,434,489,24.929,33832,1,"FIRST ON FOX--the latest local stories and weather updates daily at 7AM, 5:30PM, and 10PM.",interest groups
Eating More Healthy Oats May Power Diabetes Risk,educational,,Diabetes,positive,0.287414,58244679,ChSantschi,2520,2637,3433,0.956,22729,0,"Fit sein ist eine mentale, enge Beziehung zwischen dir und deinem K\xf6rper :-)",public
Check out my blow WorldHealthDay BeatDiabetes blow fitness health train love,educational,,Diabetes,positive,0.870319,58351393,agatatorbus,143,205,78,0.698,607,0,Fitness Guru,public
His Bearable Watch Monitor Blood Sugar and Objects Drugs,educational,,Diabetes,negative,-0.389068,43652967,Lost_Tribe,949,1371,542,0.692,13191,0,"Fledgling Psychogeographer, Company Secretary, Boardgame, Wargames, Reader, Listener, Eater, Drinker, Watcher",public
When be falls asleep and now you don t even anna stay up for your birthday,unrelated,,Falls,negative,-0.638073,1864173127,yg_glizzy,704,842,12008,0.836104513,28596,0,FMOI: zy.glizzy \u265b | proud black girl\u2728\U0001f1ef\U0001f1f2\U0001f1ed\U0001f1f9,public
On t miss chance to display PurpleDay globe on your Facebook amp Twitter profile to support epilepsy awareness,educational,,Epilepsy,negative,-0.593467,2214443066,Sunovion,14070,155,190,90.77419355,552,1,Focused on the innovative application of science and medicine to help people with serious medical conditions,businesses
it s actually really hard to overcome something like self harm sometimes it s all you want to do and sometimes you break easily,personal,,Self-harm,negative,-0.807492,7.29E+17,saintsdicaprio,3,48,0,0.06,1,0,follow @Igbtsansa,public
abortion is a terrible thing id love nothing more than to live in a world with no abortion but illegal foolish,personal,,Abortion,negative,-0.877575,3298415884,SgtBM96,2964,2803,2705,1.057438459,2985,0,follow @Paulvb2 an sub https://t.co/NEo3pwrkJA for all the rts\n#ifb #mgwv,public
Smartphone Based Conversational Agents and Responses to Questions About Mental Health Interpersonal Violence,educational,,Interpersonal violence,positive,0.758539,52665836,rhuid,552,0,0,552,593548,0,Follow and find out,public
The Most up to date Alaska earthquake brought about only insignificant road injury,educational,Transport injuries,Road injury,negative,-0.417428,2737029641,Earthquake_rt,1405,98,1,14.34,519397,0,Follow For Real Time Earthquakes !\r\nWe Retweet All Around The World. #Nepal #USGS #Quake #Japan #Today #QuakeBot!,public
You know you ve seen everything when Patrick is drowning underwater,personal,,Drowning,negative,-0.58501,7.15E+17,Roadbanter1,23,60,34,0.38,139,0,"Follow Man On Insta Inneh , @Roadbanter",public
In amazing woman is rattling stage of stomach cancer any amount helps,educational,Neoplasms,Stomach cancer,negative,-0.500872,34064748,ashleydawwnn,841,1123,866,0.749,5449,0,Follow me; I lead,public
st Leading SB488 Requiring of Secondary School Activities Commission manage hypertrophic cardiomyopathy,educational,Cardiovascular and circulatory diseases,Cardiomyopathy,negative,-0.265106,61831467,wvsenate,8232,3,0,2744,9548,0,Follow the official floor action of the West Virginia Senate.,public
Of you re a Pharmaceutical professional in Work England check out this job Firing CareerArc,promotional,,Diabetes,neutral,0,108592104,tmj_GBR_pharm,475,331,0,1.435045317,46,0,Follow this account for geo-targeted Pharm./Biotech job tweets in Great Britain. Need help? Tweet us at @CareerArc!,businesses
Unpacking Diabetes in South Africa,educational,,Diabetes,negative,-0.532017,328994137,JoziReporter,1072,328,18,3.27,5213,0,"Follow us for the latest breaking news, sport, schools and entertainment in the Joburg East areas.",media
Drug overcome deaths jump by more than 50 in Trumbull To,educational,Mental and behavioral disorders,Drug overdose,negative,-0.666524,66737126,WKBN,11507,3158,10,3.644,57940,1,"Follow us for the latest Youngstown, Warren and Sharon news, weather, sports.",media
Or fire or drowning or plane crash or anything having to do with propellers,personal,,Drowning,negative,-0.647026,7.13E+17,adamlesimmons,276,50,99,5.52,95,0,Follower of Christ | Artist,public
RT of Randomized trials confirm the superiority of endovascular therapy for acute ischaemic stroke http,educational,Cardiovascular and circulatory diseases,ischemic stroke,negative,-0.34391,4429785501,DoctorzCorner,92,323,106,0.28,105,0,Following news and updates regarding Medicine | Sharing some bits and pieces occasionally,media
Diabetes Risk May He Significantly Reduced By Eating The Right Mind Of diabetic blueheelsociety diabetesawareness,educational,,Diabetes,neutral,0,3357694793,SuzannaShimp,357,372,3255,0.959677419,17244,0,Food fanatic. Certified beer fanatic. Hardcore reader. Hipster-friendly web ninja.,public
Study Gestational diabetes screening happen far too late diabetic blueheelsociety diabetesawareness,educational,,Diabetes,negative,-0.592479,3357694793,SuzannaShimp,357,372,3255,0.959677419,17244,0,Food fanatic. Certified beer fanatic. Hardcore reader. Hipster-friendly web ninja.,public
Giant rats to sniff out tuberculosis in Last African prisons news feebly,educational,,Tuberculosis,negative,-0.902887,249998944,foodsafetyljm,629,135,19,4.66,6470,0,"Food safety and food integrity supply chain specialist. Keeps busy with a number of things including being a lecturer, farmer, scientist, blogger and writer.",public
Cautious Now Bold Infected Twitter,educational,Neglected tropical diseases and malaria,ebola,negative,-0.504078,62926031,mbbatz,599,606,688,0.988,3195,0,"Food. Disease. Math. Views mine, duh.",public
After increasing every year from 1999 to 2010 drug overcome is now the To 1 cause of accidental death surpassing car accidents fact,educational,Mental and behavioral disorders,Drug overdose,negative,-0.913096,263709222,TopFloridaRehab,105,400,0,0.26,1639,0,For over 25 years Treatment Alternatives in South Florida has been helping addicts & alcoholics recover. 1 (877) 877-7272,businesses
RT of Chlamydia AIDS Genital Parts Syphilis Herpes Gonorrhoea Human Papillomavirus Keratitis Must making a list of was for Pale,educational,"Other communicable, maternal, neonatal, and nutritional disorders",Hepatitis,negative,-0.701623,2985923933,thirstysmurf,1814,709,27,2.56,32700,0,for the lulz.,public
Like s Spread Across The U S May Change The Narrative Round Abortion via,educational,,Abortion,negative,-0.448986,264451340,onahunttoday,3937,4998,332739,0.79,372960,0,"For: Making a Better USA. Pollution Free Clean Energy Wind Turbines. For Saving The Environment & All Its Living Creatures. Seniors, Babies, Children Health.",public
exercise and education led to a 45 risk reduction for an episode of lowbackpain for up to one year,educational,Musculoskeletal disorders,Low back pain,negative,-0.208452,179367388,FORCETherEx,1229,915,373,1.34,5014,0,"FORCE Therapeutics is a musculoskeletal episode-of-care management platform, empowering patients and providers through analytics and communication tools.",businesses
I m just donna sit here and give myself diabetes,unrelated,,Diabetes,negative,-0.402825,3145798192,Kellyekurz,224,280,2362,0.8,2214,0,Forever proud of my US Marine. 12/08/15,public
RT of Iron deficiency anaemia is real iron Were s an article about the importance of iron for women athlete http,educational,Nutritional deficiencies,Iron-deficiency anemia,positive,0.580461,4813082855,Forextrader1955,1746,3869,233,0.45,988,0,Forex Position Trader 4Years,public
RT of Iron deficiency anaemia is real iron Were s an article about the importance of iron for women athlete http,educational,Nutritional deficiencies,Iron-deficiency anemia,positive,0.580461,4813082855,Forextrader1955,1746,3869,233,0.45,988,0,Forex Position Trader 4Years,public
DROWNING,unrelated,,Drowning,negative,-0.653965,114086303,WillIBe2,94,203,252,0.46,852,0,Forging a new trail. Jacksonville State Gamecocks/Publix guy.,public
politics will support him Donald Plump Abortion Toe Eyes Punishment for Women When Tenants,educational,,Abortion,negative,-0.403178,251094851,NHKathySullivan,3070,486,2893,6.32,18132,0,"Former NHDP chair, current national committeewoman from NH",public
I also believe Plump and Clinton are part of it Abortion is a modern day holocausts,personal,,Abortion,positive,0.441163,286827830,hofty104,533,569,2204,0.94,12119,0,"Former Republican (5/3/16). Supporting real conservative beliefs on Twitter, therefore #NeverTrump",public
An an Aortic Aneurysm be healed naturally via,educational,,Aortic aneurysm,positive,0.367977,47159507,KevinWReese,11744,2000,55,5.872,45261,0,"Former unhealthy radio host turned sought-after health educator, author & motivational speaker. Watch the 5min vid sharing my story on my site. Peep game.",public
ASD News Cutis risk in kiss quadrupled for moss with obesity and diabetes Cutis Aspergers,educational,"Diabetes, urogenital, blood, and endocrine diseases",Diabetes,negative,-0.776155,1875754034,AutismGazette,8133,1867,511,4.36,33772,0,"Formerly ASD News Review. curating the latest news on #Autism, #Aspergers and #ASD, 24 hours a day",media
When a tree falls over your property line make sure you file an insurance claim for repairs and clean up But who,unrelated,,Falls,negative,-0.248285,36931969,teresaillyes,421,1408,33,0.299,24616,0,Fort Worth Real Estate Broker,public
Choubey Eastern Mediterranean SEA Africa has highest risks of Diabetes Diabetes Complications,educational,,Diabetes,negative,-0.530773,198203451,Shushil_Choubey,1235,1354,400,0.91211226,1899,0,Founder & Managing Trustee: Transintegra Research & Care Foundation I Founder & MD: Transintegra Healthcare,public
His movie will give me diabetes for sure too many sweet characters,educational,,Diabetes,positive,0.490094,151006597,smbijili,2011,909,5758,2.21,23181,0,Founder @_CueContent | Startups | News & Social media junkie | Agnostic | Part time teacher | Biryani addict | Tamil movies,public
RT of Absolutely gripping A Marine with brain cancer tells why he s against the right to die bill,personal,Neoplasms,Brain cancer,negative,-0.244362,53802234,DocRies,418,474,455,0.882,1649,0,"Founder of iFactor Health. Award Winning Emergency and Family #Physician. Podcast and Blog on #Health, #Fitness, #WeightLoss & #Medicine",public
Why do tetanus shots hurt so much By arm is sooooo sore,personal,"Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases",Tetanus,negative,-0.893028,123645564,ParentingGeekly,1941,997,1973,1.95,15466,0,Founder of ParentingGeekly. Co-founder @gojoule.  Marketing at @TisBest. @GeekGirlCon Board Member. Two time @NASASocial alum.  Philadelphia native.,public
By mother s run education is now on the Run Hope Give webster rundedication diabetes RIP,educational,,Diabetes,negative,-0.725485,37495582,RunHopeLive,15598,15329,1928,1.018,4928,0,"Founder: #RunHopeLive, #PreventionSpecialist, B.S. #Psychology, #ASIST Trainer, #MentalHealthFirstAid Trainer, Certified #LifeCoach, and #Runner. We #followback",public
Texas A amp amp M University researches using new method to detect if treatment for tuberculosis is working,educational,,Tuberculosis,neutral,0,445169627,heartforx,105,83,50,1.265060241,403,0,"Four children, ten grandchildren. Linda and I are currently serving the Body of Christ",public
MultipleSclerosis fatigue linked w poor sleep task length via of fatigue,educational,Neurological disorders,multiple sclerosis,negative,-0.948333,41173589,FOXRehab,4026,3900,3019,1.032,10554,0,"FOX is a private practice of PT, OT, SLP & EP clinicians serving older adults. FOX rehabilitates lives. Shared content does not indicate agreement or advice.",businesses
Women s Across Walls to Emmanuel 12 6 in Some Opened,unrelated,,Falls,neutral,0,110847569,FSURams,1859,139,67,13.37,3248,0,Framingham State University Athletics,public
I M DROWNING of of OWN TEARS I LOVE of of MUCH WATCHLOVESICKNOW 3,personal,,Drowning,negative,-0.51309,7.32E+17,yourgasoline,19,115,9,0.17,8,0,Free follow from @Iostinhudgens :),public
teacher so the king had syphilis me isn t that an st friend teacher class school world universe alternate universe me house,personal,"Other communicable, maternal, neonatal, and nutritional disorders",Syphilis,negative,-0.213258,3234618767,passionateswan,106,1381,2,0.08,0,0,free follow from @swansivans,public
2 of students use singing to help patients with COPD via thanks,educational,,Chronic obstructive pulmonary disease,positive,0.682332,4747499974,MOHOspark,919,148,4026,6.209459459,1627,0,Freelance #OccupationalTherapy #ModelOfHumanOccupation trainer. #MOHOST & #RecoveryThroughActivity author.  #EBP #innovation #NHS #socialism #family,businesses
2 of students use singing to help patients with COPD via thanks,educational,,Chronic obstructive pulmonary disease,positive,0.682332,4747499974,MOHOspark,919,148,4026,6.21,1627,0,Freelance #OccupationalTherapy #ModelOfHumanOccupation trainer. #MOHOST & #RecoveryThroughActivity author.  #EBP #innovation #NHS #socialism #family,businesses
That one most certainly falls under the no longer canon column,unrelated,,Falls,negative,-0.784764,310662445,NCCreations,345,1342,0,0.26,7831,0,"Freelance Graphic Designer, Photographer, and creator of AfterShock and Metroscape: https://t.co/IMhlOFiwR8",public
Extant malaria parasites resistant to antimalarial Atovaquone cannot spread new research,educational,,Malaria,negative,-0.350104,63203769,ABaillieStewart,452,861,218,0.524970964,24842,0,Freelance Media Professional | Content Strategist | Media Analyst & Researcher | Retired Photographer & Photojournalist,businesses
India temple fire Death toll rises Almost 100 people have been declared dead after a fire at a temple in you,educational,,Fire death,neutral,0,63203769,ABaillieStewart,452,861,218,0.525,24842,0,Freelance Media Professional | Content Strategist | Media Analyst & Researcher | Retired Photographer & Photojournalist,businesses
B0B yeah I don t want Bold,unrelated,Neglected tropical diseases and malaria,ebola,positive,0.243846,265509141,Chris_Coon,1232,467,7036,2.64,21213,0,Freelance sports reporter for The Morning Journal in Lorain. Alumnus of The University of Akron. Proud @WZIP Alum. Movie buff.,public
Memory Loss amp 10 Early Signs of Alzheimer s Alzheimer s Association via,educational,Neurological disorders,Alzheimer,negative,-0.890519,59759781,richwithright,1869,2326,13417,0.804,24554,0,"Freelance writer,",public
Also the plot Pence s mon approved of due it Pence falls in love with due it due upset Pence s mon amp is kicked out of the house,unrelated,,Falls,negative,-0.660832,64960410,DiscordianKitty,4082,1178,46770,3.465,100327,1,Freelance writer. Bleeding heart liberal. Secular humanist. For the Horde. How do I like my eggs? Blocked.,public
Saw gravity falls final Very cut lots of feels it 3,unrelated,Unintentional injuries other than transport injuries,Falls,negative,-0.691275,62088728,MTCopyright,1001,1050,26392,0.953,28341,0,"Freelance:Comic Letterist, Logo Designer,Artist \nCommissions Status: Closed* waiting list is open for them though ; )\nContact E-mail: artist@mtcopyright.com",public
A bearable graphene based biomedical device to monitor and treat diabetes blacktwitter health,educational,,Diabetes,positive,0.589241,256016779,1life2,1517,1725,783,0.88,43334,0,"freethinker ,News  Science,Space Tourism,Nanotech,Futurism,physics,Human 2.0 ,Genetics 420 ,Sociology, Music,",public
After two days of sidelining from pain and despite today s migrate got 3 13 miles Smells like I sweated some sickness out,personal,,Migraine,negative,-0.846884,50343317,Wiswell,1249,295,9537,4.234,63841,0,"Friendly human. Stories at Fireside, Daily Science Fiction, FFO, & PodCastle. VP17. Chronically ill. Ace. He/him.",public
RT of Was Help Sila with her Leukaemia Funding Needs by Rotating to of,educational,Neoplasms,Leukemia,negative,-0.233518,303287331,daleconnor,1232,1955,5403,0.63,23917,0,"Friendship ins,t about whom you have know longest it,s about who came and and never left Your side",public
yeah it was really strange I felt betrayed by the ending amp the abortion scene scarred me for life But I think I liked it Ah,personal,,Abortion,positive,0.529235,109413095,wildmaryy,423,652,28103,0.65,31376,0,from me to you pinky lee!!!!!,public
RT of Frontman of will race up 86 floors tomorrow to honor his mother s fight w multiple myeloma ESBRU he,educational,Neoplasms,Multiple myeloma,neutral,0,303421920,cwgieselman,455,851,886,0.53,2289,0,Front End Developer @jamfsoftware | @311 exciteable | I got a @timberwolves tattoo for a Klondike Bar,public
RT of Pancreatic Cancer Deaths Surpass Breast Cancer It s Time to Age Hope For,educational,Neoplasms,Pancreatic cancer,negative,-0.71126,142067572,MichaelMills_DC,1260,2336,20370,0.54,20219,0,"FSU Caps Nats ex-marathoner (every continent/state),meteorologist, not so good beer league hockey player, AF vet, science, former astronomy major, Navy Yard",public
I m drowning drunk in love,unrelated,,Drowning,negative,-0.490541,140516746,shawnessystar,415,435,2583,0.95,19762,0,Fuck you.,public
I think if people are satisfied enough seeing the game on of that falls on how engaging the game is,unrelated,,Falls,positive,0.701839,51693351,FlamingClaw,1024,1141,28101,0.897,144244,0,Fuckman. Hipster douchebag. Irreverent and irrelevant.,public
It s hot By foothold is melting I m sinking into an eternal desire I m literally drowning in a sea of pleasure called Madura,unrelated,,Drowning,negative,-0.532207,2807733183,Nasu_eBooks,424,0,0,424,15668,0,Full of spoilers and nsfw mollusks,public
That Symptoms Of Kidney Disease One Shouldn t Ignore via,educational,,kidney disease,negative,-0.915412,52154422,mubdull,1530,378,706,4.048,34304,0,"Full time Adrenaline Junkie | Part time Lawyer. MA Terrorism, International Crime and Global Security. Interest in #GenderSecurity & #Governance",public
Any chance Bonne Stanley falls to Aides,unrelated,,Falls,negative,-0.731492,55026066,Big_Shirk,443,405,1751,1.094,7485,0,"Full time Dad, Part time Professional softball player. #RaiderNation",public
Diabetes LIVE on fame Watch me LIVE on Health and Illness,educational,,Diabetes,neutral,0,157992415,dienpuspaa,589,242,35,2.43,34470,0,Full time daughter part time dreamer ||\nLine | Instagram | snapchat | #fame : dienpuspaa,public
Take 1 min to protect your health for a lifetime free test DiabetesAlertDay,educational,,Diabetes,positive,0.616969,63225662,tmgbrandfuel,1805,714,470,2.528,3573,0,Full-service #advertising agency | #Branding | #Digitalmarketing | #socialmedia | #publicrelations | #research | #webdesign | #SEO | #BrandFuel,public
Like Technologies And Of Income Walls 2 WASHINGTON pa AFX Like Technologies And finance money,unrelated,Unintentional injuries other than transport injuries,Falls,positive,0.499746,44454057,Aktienexperte,1088,387,3,2.811,991719,0,Fundamentalanalyse - Technische Analyse - Behavioral Finance,public
New Story Maryland High School Girls Rarity Across falls to Northville High School 7 6,unrelated,,Falls,negative,-0.587662,125380259,hartlandsports,2421,107,926,22.63,11428,0,"Fundamentals, Discipline, Conditioning and Teamwork",public
By life honestly just consists of a lot self deprecating humor and drowning myself in work,personal,,Drowning,negative,-0.788403,1275970393,B_Idiolalia,86,106,2045,0.811320755,289,0,Future artist astronaut doctor in space. \u2728 UMBC 2018,public
New guideline for the treatment of convulsive status epileptics from epilepsy seizure,educational,Neurological disorders,Epilepsy,negative,-0.714987,39683768,aliciaciccone,589,524,44,1.124,3672,0,Future novelist and science enthusiast. \r\nEditor @NeuroAdvisor,public
A breakthrough in artificial speak research could lead to the end of male fertility,educational,,male infertility,positive,0.218325,123085589,FutureofSex,11460,9169,1747,1.249863671,5306,0,Future of Sex provides insights into the fascinating topic of the future of human sex and sexuality.\nSign up for our monthly newsletter: https://t.co/10fjLt0aVF,interest groups
That if your boss didn t believe in HIV AIDS treatment Should your employee insurance exclude those treatments HandsOffMyBC,personal,,HIV/AIDS,negative,-0.606365,256048813,smrzle,2032,1128,1471,1.8,19137,0,Futurism. Nonsense. Comedy. Space. News. Aminals. Human Rights. Film. Panglossian Symbiosis. Science. Trampolines. Wordplay.,public
Starting Joints Colon Cancer Screening To It Yourself West May He Effective Alternative To,educational,Neoplasms,Colon cancer,negative,-0.432913,62066708,JohnAMacDougall,526,967,30,0.544,21849,0,"G+, Feedly, Twitter, LinkedIn, Myanmar Monitor (blog), Starting Points (blog), Maryland News Update (blog)- News, analysis,  Now work mainly on these sites.",public
Diabetes Are for Your At,educational,,Diabetes,negative,-0.536207,43559147,rahulshariff,390,352,31,1.108,12506,0,"Gandhian, Freelance Writer, Free Thinker, Educationist",public
Study evaluate sofosbuvir simeprevir treatment among keratitis C patients,educational,"Other communicable, maternal, neonatal, and nutritional disorders",Hepatitis,neutral,0,1619145151,DrGabbaizadeh,128,157,0,0.82,880,0,"Gastroenterology, Hepatology, Nutrition and Digestive Disease",public
Y all hate on Him Sohye and act like your far groups never had one member who started out dancing and singing like a drowning rat,unrelated,,Drowning,negative,-0.825917,4902138330,blu_byeol,33,114,273,0.289473684,1342,0,Gay Boy stanning (mostly) Girl Groups,public
The current COPD pipeline consists of 212 active products in development,educational,Chronic respiratory diseases,Chronic obstructive pulmonary disease,neutral,0,117431830,GBIResearch,1289,1029,69,1.25,2386,0,GBI Research publishes in-depth strategic intelligence reports on the life sciences sector.,public
His asthma sucks I ve not been hospitalized since that stint in the ICU a couple years back amp I intend to keep it that way for a long time,personal,,Asthma,negative,-0.724687,1605942997,EternallyLost84,279,504,7037,0.553571429,10470,0,Geek extraordinaire. Cloud watcher. Music lover. Cheesehead. Laughing at all inappropriate. New books give me life. Family is my soul. Want to learn til I die.,public
RT of Coming up at 5 Raleigh The Russell s Great Aunt says she tried to save the little girl who died of a drug overcome http,educational,Mental and behavioral disorders,Drug overdose,negative,-0.756374,264170949,Anyaon10,1982,686,550,2.89,3568,0,General Assignment reporter who leans toward crime stories. Proud wife and mommy who is on suicide watch over two rambunctious boys.,public
8 of Olympic athletes have asthma,educational,,Asthma,negative,-0.318823,2525469481,TrueHiddenFacts,3471,3538,0,0.981062747,39907,0,"General Knowledge, Interesting Facts, Amazing facts, Latest facts. Known is a drop and Unknown is an Ocean.",interest groups
Petition Suffer bones for abortion clinics,educational,Maternal disorders,Abortion,negative,-0.596214,143527462,KadamBPD,419,1582,173275,0.26,191714,0,"Genuinely (diagnosed) mad. NKT practitioner. Vegan. Chunky, indolent & shaven-headed, avec bins! Empathy not sympathy!",public
He still my beating heart trial fibrillation connected to death of partner Sydney Morning Herald,educational,,Atrial fibrillation,neutral,0,1062716244,pharma_global,2131,147,1,14.5,1218431,0,German research group presents hot pharma business releated news,media
That Would He so me like And Even Of she falls she still Looks Good,unrelated,,Falls,negative,-0.252908,59176832,Sabi288,1304,638,2185,2.044,82362,0,Germottish Mum \U0001f984\u2728 When \u270c\U0001f3fb\ufe0f become \u261d\U0001f3fb\ufe0f,public
The word of the hour is AILING Pink fatty,unrelated,,Tuberculosis,negative,-0.684648,789978746,RandomAmazon,385,6,19,64.16666667,29276,0,Get a random product on Amazon. \n\nThis is a test whether Amazon literally has a product for every word in the English language.,public
011 here are some answers for your query,promotional,,Diabetes,positive,0.248006,4757939281,AskPracto,493,1,0,493,4627,1,Get all your health queries answered!,businesses
Buddy4U here are some answers for your query,unrelated,,Diabetes,positive,0.256123,4757939281,AskPracto,493,1,0,493,4627,1,Get all your health queries answered!,businesses
S here are some answers for your query askaboutdiabetes amp sweet curl,educational,,Diabetes,positive,0.649837,4757939281,AskPracto,493,1,0,493,4627,1,Get all your health queries answered!,businesses
Buddy4U here are some answers for your query,promotional,,Diabetes,positive,0.256123,4757939281,AskPracto,493,1,0,493,4627,1,Get all your health queries answered!,businesses
if not then h falls in corruption and school terarism,unrelated,,Falls,negative,-0.595397,1361857224,cmsforall,1169,8,51,146.125,11421,0,"Get Free News on ur cell, take 3 step,(1)Type:START & send to 40404,(2)Reply with ur name(3)Type:Follow cmsforall & send to 40404",interest groups
am help sounds like a skin disease,personal,,Skin disease,positive,0.245542,302897195,Danorako,2291,654,42299,3.5,98776,0,get loose get loose,public
Right Malaria Africa MalariaSUCKS Please of,unrelated,,Malaria,neutral,0,522682828,pay4followers,718,2130,3,0.337089202,50069,0,Get targeted followers http://t.co/Ok03hhBBok So be smart. Gain followers the efficient and easy way. More social tools on our website.,businesses
News summary word is tongue in health tongue health click for summary,promotional,Neglected tropical diseases and malaria,dengue,positive,0.801157,4748292327,summaryone,54,5,0,10.8,23059,0,"Get the latest breaking #news for sports, #entertainment, #business, #politics, #fashion, and more captured succinctly in One word. Follow your curiosity.",media
News summary word is tongue in health tongue health click for summary,educational,Neglected tropical diseases and malaria,dengue,positive,0.801157,4748292327,summaryone,54,5,0,10.8,23059,0,"Get the latest breaking #news for sports, #entertainment, #business, #politics, #fashion, and more captured succinctly in One word. Follow your curiosity.",media
